family	ER_prob_present_at_crown	ARD_prob_present_at_crown	ARD_informative	ER_class	ARD_class	classes_agree	both_confident	opposite_confident_calls	in_clade_wide_lost_set
ybiT	0.999934366370952	0.5	False	present	unresolved	False	False	False	False
ychF	0.999988227286307	0.5	False	present	unresolved	False	False	False	False
ydjZ	0.999981166864649	0.5	False	present	unresolved	False	False	False	False
yeaZ	0.99999872397075	0.500046576147165	False	present	unresolved	False	False	False	False
yebC	0.999999958792118	0.5	False	present	unresolved	False	False	False	False
yedK	0.994879995825291	0.5	False	present	unresolved	False	False	False	False
yfiC	0.999999974876385	0.5	False	present	unresolved	False	False	False	False
yfiH	0.999995420740342	0.5	False	present	unresolved	False	False	False	False
ygfA	0.999993577868879	0.5	False	present	unresolved	False	False	False	False
yhfI	0.99997037537416	0.5	False	present	unresolved	False	False	False	False
yhfQ	0.0431286468231276	0.0116875994332848	True	absent	absent	True	True	False	True
yhjD	0.99999359596272	0.499999993571291	False	present	unresolved	False	False	False	False
yidC	0.999993749851085	0.5	False	present	unresolved	False	False	False	False
yitW	0.999820698511305	0.5	False	present	unresolved	False	False	False	False
yjjK	1	1	True	present	present	True	True	False	False
ykuE	0.999976027248917	0.5	False	present	unresolved	False	False	False	False
ylmA	0.999997783843298	0.5	False	present	unresolved	False	False	False	False
ypfJ	0.999988282282885	0.500001054604309	False	present	unresolved	False	False	False	False
yqjG	0.0487597499387571	0.163722267346708	True	absent	unresolved	False	False	False	True
yqjI	0.0770662673688582	0.0155533775259391	True	unresolved	absent	False	False	False	False
ytcJ	0.999996932349818	0.686424997460792	True	present	unresolved	False	False	False	False
ytfL	0.999999641997552	0.5	False	present	unresolved	False	False	False	False
ytpA	0.999973024950163	0.5	False	present	unresolved	False	False	False	False
yutF	0.999980770540867	0.5	False	present	unresolved	False	False	False	False
yvqK	0.5	0.5	False	unresolved	unresolved	True	False	False	False
ywlC	0.999954977265971	0.5	False	present	unresolved	False	False	False	False
zwf	0.999930534476632	0.5	False	present	unresolved	False	False	False	False
